야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,
김천부항댐 산내들 오토캠핑장,자동차야영장,35.977417,128.013742,경상북도 김천시 지례면 부항댐길 50,경상북도 김천시 지례면 도곡리 747,054-431-2011,52,62000,493.37,208,54,전기시설+상하수도시설+샤워실,소화기,,14:00~익일12:00,"7~8월 30,000, 기타:20,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
더캠프렌탈캠핑,야영장,36.102702,128.053500,경상북도 김천시 대항면 대룡로 339-44,경상북도 김천시 대항면 덕전리 95,,18,734,99.9,72,18,전기시설+상하수도시설+샤워실,소화기,,14:00~익일13:00,"7.15~8.25 35,000, 기타 30,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
하늘아래첫동네캠핑장,자동차야영장,35.881199,128.036617,경상북도 김천시 증산면 금곡리1길 173-9,경상북도 김천시 증산면 금곡리 801,,24,2251,205.42,96,24,전기시설+상하수도시설+샤워실,소화기,,14:00~익일13:00,"연중 30,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
금오산힐링타운,야영장,36.100234,128.276057,경상북도 김천시 남면 우장길 448,경상북도 김천시 남면 오봉리 1-3,,19,4742,771.82,76,25,전기시설+상하수도시설+샤워실,소화기,,14:00~익일11:00,별도 문의,054-420-6824,김천시청 새마을문화관광과,2017-04-30,
금오산 오토캠핑장,야영장,36.107028,128.274970,경상북도 김천시 아포읍 대성지1길 165,경상북도 김천시 아포읍 대성리 679-3,,13,1531,49.4,52,13,전기시설+상하수도시설+샤워실,소화기,,14:00~익일11:00,"A형 30,000, B형 40,000, 일반형 20,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
캠핑 뜨락 오토캠핑장,자동차야영장,36.014313,128.082877,경상북도 김천시 조마면 조마로 1211-10,경상북도 김천시 조마면 강곡리 917-1,,21,5873,150.57,80,24,전기시설+상하수도시설+샤워실,소화기,,14:00~익일13:00,"7.22~8.14 40,000, 기타 30,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
쉼표,야영장,36.135972,128.273298,경상북도 김천시 아포읍 회성길 177-8,경상북도 김천시 아포읍 대성리 273,,8,822,9.43,30,8,전기시설+상하수도시설+샤워실,소화기,,14:00~익일13:00,"연중 30,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
Camp 1950,야영장,35.878610,127.941204,경상북도 김천시 대덕면 남김천대로 160,경상북도 김천시 대덕면 문의리 240,,26,12040,493.37,104,30,전기시설+상하수도시설+샤워실,소화기,,14:00~익일11:00,"주말 40,000, 주중 30,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
증산수도계곡캠핑장,야영장,35.898859,128.020999,경상북도 김천시 증산면 수도길 25,경상북도 김천시 증산면 평촌리 185,054-434-2565,27,8200,18,108,60,전기시설+상하수도시설+샤워실,소화기,,14:00~익일12:00,"7~8월 30,000, 기타 20,000",054-420-6824,김천시청 새마을문화관광과,2017-04-30,
희리산자연휴양림야영장,야영장,36.113063,126.667528,충청남도 서천군 종천면 희리산길 206,,,57,5800,190,228,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,8000,041-950-4018,서천군청,2017-05-01,
희리산자연휴양림야영장,자동차야영장,36.113063,126.665728,충청남도 서천군 종천면 희리산길 206,,,22,4432,39,132,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,22000,041-950-4018,서천군청,2017-05-01,
솔바람캠핑장,야영장,36.022213,126.666683,충청남도 서천군 장항읍 장항산단로 34번길 48-44,,,25,2428,30,120,20,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
해오름관광농원,야영장,36.1509100,126.530872,충청남도 서천군 서면 서인로 576,,,39,6110,178,156,30,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
서천금빛노을서울캠핑장,야영장,30.045566,126.718912,충청남도 서천군 마서면 옥도로 498번길 43-10,충청남도 서천군 마서면 장선리 128-3,02-2133-3923,15,3477,150,60,15,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,22000,041-950-4018,서천군청,2017-04-25,
서천해양글램핑장,야영장,36.144802,126.502352,충청남도 서천군 서면 서인로 288-19,,,29,8250,264,116,15,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,120000,041-950-4018,서천군청,2017-05-01,
춘장대오토캠핑장,자동차야영장,36.1612657,126.5270412,충청남도 서천군 서면 춘장대로 106,,,30,4950,201,120,30,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
춘장대캠핑장,야영장,36.1647304,126.5258235,충청남도 서천군 서면 춘장대로 8번길 17-7,,,30,1641,30,120,25,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
둥지펜션 야영장,야영장,35.673551,128.992404,,경상북도 청도군 운문면 신원리 322-2번지,,12,569,,48,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
백일야영장,야영장,36.1641414,126.5255713,충청남도 서천군 서면 춘장대로 8번길 15-11,,,20,3614,30,80,15,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
서천갯벌체험글램핑장,야영장,36.1407773,126.5733147,충청남도 서천군 서면 월하성길 96,,,20,10882,264,80,30,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
늘푸른캠핑장,야영장,36.085191,126.645165,충청남도 서천군 마서면 장천로 907,,,27,6452,220,118,20,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
춘장대솔내음캠핑장,야영장,36.1664887,126.5275347,충청남도 서천군 서면 춘장대로 151번길 20-6,,,50,14972,30,200,30,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
봉무공원야영장,야영장,35.9218600,128.649831,대구광역시 팔공로 50길 66,대구광역시 동구 산153-3,053-662-2624,21,3600,77,84,215,화장실+취사시설+상하수도,"소화기,잔불처리시설,방송시설",-,시간제한없음,0,053-662-2624,대구광역시 동구청,2017-05-15,
소백산삼가야영장,야영장,36.9265602,128.5019898,경상북도 영주시 풍기읍 삼가로 509,경상북도 영주시 풍기읍 삼가리 302-1,054-637-3794,40,8045,343.22,150,45,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,비수기:13000원+성수기:16000원,054-639-6605,경상북도 영주시청,2017-04-30,
묘솔캠핑장,자동차야영장,36.9211712,128.5077644,경상북도 영주시 풍기읍 삼가로 423,경상북도 영주시 풍기읍 삼가리 239-2,054-633-6699,10,1354,103.12,80,10,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,비수기:30000원+성수기:35000원,054-639-6605,경상북도 영주시청,2017-04-30,
산아래캠핑장,야영장,37.0354772,128.6762549,경상북도 영주시 부석면 영부로890번길 132-1,경상북도 영주시 부석면 남대리 46-3,,5,1000,62,20,8,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,30000원,054-639-6605,경상북도 영주시청,2017-04-30,
주막거리캠프,야영장,37.0398633,128.6680615,경상북도 영주시 부석면 영부로 847-10,경상북도 영주시 부석면 남대리 177-3,,23,950,58,90,25,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,주중:25000원+주말:30000원,054-639-6605,경상북도 영주시청,2017-04-30,
청도그린나래캠핑장,야영장,35.616152,128.804111,경상북도 청도군 매전면 송원길 122-3,경상북도 청도군 매전면 송원리 900번지,,30,6727,,120,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
청도 글램핑,야영장,35.722209,128.572963,,경상북도 청도군 각북면 금천리 482번지,,11,1649,,44,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
청도프로방스불빛축제카라반펜션,자동차야영장,35.685219,128.717448,경상북도 청도군 화양읍 이슬미로 278,경상북도 청도군 화양읍 삼신리 901번지,,4,1113,,16,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
별지야영장,야영장,35.667664,129.001146,경상북도 청도군 운문면 신원4길 2,경상북도 청도군 운문면 신원리 92번지,,8,3171,,32,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
솔바람야영장,야영장,35.672191,129.003213,,경상북도 청도군 운문면 신원리 210-1번지,,7,997,,28,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
청도프로방스카라반,야영장,35.687673,128.715448,경상북도 청도군 화양읍 이슬미로 297-41,경상북도 청도군 화양읍 삼신리 823번지,,3,552,,12,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
펀앤락야영장,야영장,35.690458,128.566515,경상북도 청도군 각북면 낙산2길 15-60,경상북도 청도군 각북면 남산리 1286-1번지,054-371-9009,5,898,,20,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
청도감꽃국민여가캠핑장,야영장,35.612379,128.822242,경상북도 청도군 매전면 청매로 825,경상북도 청도군 매전면 지전리 101번지,054-371-8822,14,3527,,56,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
운문사계절캠핑장,야영장,35.694617,128.972114,,경상북도 청도군 운문면 오진리 997-5번지,,15,3907,,60,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
배너미오토캠핑장,야영장,35.665651,129.002645,경상북도 청도군 운문면 운문로 1051,경상북도 청도군 운문면 신원리 32번지,,24,709,,96,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
들살이 행복오토캠핑장,야영장,35.643225,128.850417,경상북도 청도군 매전면 온장길 123-46,경상북도 청도군 매전면 호화리 752-78번지,,20,2982,,80,,화장실+샤워실,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
도둑골야영장,야영장,35.196508,127.859413,경상남도 하동군 옥종면 호계천로 210,,055-883-8887,13,,,50,,화장실 + 소매점 등,소화기,,,VIPZONE:40000원+RIVERVIEWZONE:40000원+SLIDEZONE:40000원+도둑골산채:150000원+도둑골:40000원,055-880-2392,하동군청,2017-04-25,
꿈꾸는캠핑장,야영장,35.286539,127.356603,전라남도 곡성군 고달면 고산로 325,전라남도 곡성군 고달리 856,061-360-8729,52,28025,123,250,70,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반 3대,지정일 13:00~익일 11:30,텐트:40000+카라반:90000~150000원,061-360-8729,전라남도 곡성군청,2017-04-10,
좋은세상리조트,야영장,35.183722,127.357039,전라남도 곡성군 죽곡면 대황강로 1397-45,전라남도 곡성군 용정리 219,061-362-5555,26,16963,1492,130,30,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반 1대,지정일 14:00~익일 11:00,카라반:150000원~250000원,061-360-8729,전라남도 곡성군청,2017-04-10,
섬진강문화학교 캠핑장,야영장,35.148532,127.360315,전라남도 곡성군 죽곡면 태안로 793,전라남도 곡성군 동계리 269,061-362-0313,24,8568,1485,50,25,전기시설+상하수도시설+샤워실,소화기+대피공간,,지정일 15:00~익일 11:00,텐트:25000원,061-360-8729,전라남도 곡성군청,2017-04-10,
자연애 품 캠핑장,야영장,35.304256,127.142661,전라남도 곡성군 옥과면 배감길 16-19,전라남도 곡성군 주산리 608-2,061-363-7227,9,7360,274,200,25,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반 2대,지정일 13:00~익일 11:00,텐트:40000+카라반:150000~200000원,061-360-8729,전라남도 곡성군청,2017-04-10,
청계울낚시 캠핑장,야영장,35.314067,127.218269,전라남도 곡성군 입면 청계동로 989-26,전라남도 곡성군 제월리 1242-6,061-362-8807,6,4156,107,30,10,전기시설+상하수도시설,소화기+대피공간,,,,061-360-8729,전라남도 곡성군청,2017-04-10,
곡성 키즈글램핑,야영장,35.1603114,127.314477,전라남도 곡성군 죽곡면 오죽로 132,전라남도 곡성군 태평리 120,061-363-1551,20,13177,823,100,83,전기시설+상하수도시설+샤워실,소화기+대피공간,,지정일 14:00~익일 11:00,카라반:99000원~135000원,061-360-8729,전라남도 곡성군청,2017-04-10,
도림사오토캠핑장,야영장,35.262584,127.266823,전라남도 곡성군 곡성읍 도림로 74,전라남도 곡성군 구원리 553-3,061-363-6224,38,27024,354,500,300,전기시설+상하수도시설+샤워실,소화기+대피공간,"카라반 25대, 캐빈 14동",지정일 15:00~익일 11:00,텐트:20000원+ 카라반:40000~100000원,061-360-8289,전라남도 곡성군청,2017-04-10,
사선대야영장,야영장,35.668085,127.267648,전라북도 임실군 관촌면 춘향로 3441-26,전라북도 임실군 관촌면 덕천리 786-52,,25,3200,0,130,80,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2017-04-30,
인제 아리 캠핑장,자동차야영장,38.116526,128.178892,,강원도 인제군 인제읍 가아리 176-12,,11,2036,35.55,44,11,개수대+화장실+바베큐장,대피소+소화기+방송시설,,,,033-460-2082,강원도 인제군청,2017-05-15,
인제 연가리 오토캠핑장 펜션,자동차야영장,37.973758,128.443753,강원도 인제군 기린면 조침령로 1418-7,,,25,4400,141.2,100,25,개수대+화장실+바베큐장,대피소+소화기+방송시설,,,,033-460-2082,강원도 인제군청,2017-05-15,
팔리봉캠핑장,야영장,38.177283,128.195696,강원도 인제군 북면 풍전동길 50-209,강원도 인제군 북면 월학리 1539번지,,5,1729,109,20,5,개수대+화장실+바베큐장,대피소+소화기+방송시설,,,,033-460-2082,강원도 인제군청,2017-05-15,
자작나무 펜션캠핑장,야영장,37.955043,128.006661,강원도 인제군 남면 무학길 301,강원도 인제군 남면 수산리 714번지,,38,8238,113.61,152,38,개수대+화장실+바베큐장,대피소+소화기+방송시설,,,,033-460-2082,강원도 인제군청,2017-05-15,
